regisno,animal_id,prefix,anm_name,sex,category,birth_date,regtype,mating,twin_code,disposal,frac1,brd2,frac2,brd3,frac3,ownr,breeder,sire_reg,dam_reg,dam_dob,birth_work_grp,birth_cont_grp,birth_wt,birth_adj,birth_no_conts,wean_work_grp,wean_cont_grp,wean_feed_code,wean_date,wean_wt,wean_adj,wean_no_conts,year_work_grp,year_cont_grp,year_date,year_wt,year_adj,year_no_conts,birth_cg_no,calv_ease
3622761,D6801,9BLW,BROWN_BLW_REDEMPTION_D6801,B,A,2016-08-17,R,3,1,.,1000,.,.,.,.,95764,95764,1441805,1282923,2007-12-17,834760,R1761698-8,95,95,1,834760,8,1,2017-04-10,621,562,1,834760,8,2017-10-20,1065,930,1,.,1
3622763,D6802,9BLW,BROWN_BLW_10X_D6802,B,2,2016-08-24,R,3,1,.,1000,.,.,.,.,95764,95764,CA1700255,1282923,2007-12-17,834760,R1761698-9,73,73,1,834760,9,1,2017-04-10,651,599,1,834760,9,2017-10-20,1135,1000,1,.,1
3622765,D6803,9BLW,BROWN_BLW_LEGEND_D6803,B,A,2016-08-22,R,3,1,.,1000,.,.,.,.,95764,95764,1612741,1304995,2009-03-08,834760,R1761698-10,56,56,1,834760,10,1,2017-04-10,470,432,1,834760,10,2017-10-20,894,784,1,.,1
3622767,D6804,9BLW,BROWN_BLW_ABSOLUTE_D6804,B,2,2016-08-19,R,3,1,.,1000,.,.,.,.,95764,95764,CA1810491,1379585,2010-01-18,834760,R1761698-11,57,57,1,834760,11,1,2017-04-10,490,446,1,834760,11,2017-10-20,992,862,1,.,1
3622769,D6805,9BLW,BROWN_BLW_REDEMPTION_D6805,B,A,2016-08-09,R,3,1,.,1000,.,.,.,.,95764,95764,1441805,1384789,2010-02-25,834760,R1761698-12,70,70,1,834760,12,1,2017-04-10,500,445,1,834760,12,2017-10-20,976,840,1,.,1
3622771,D6806,9BLW,BROWN_BLW_LEGEND_D6806,B,A,2016-08-22,R,3,1,.,1000,.,.,.,.,95764,75466,1612741,1304995,2009-03-08,834760,R1761698-13,70,70,1,834760,13,1,2017-04-10,458,423,1,834760,13,2017-10-20,818,721,1,.,1
3622773,D6807,9BLW,BROWN_BLW_INDEPENDENCE_D6807,B,A,2016-09-19,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1186433,2007-03-03,834760,R1761698-35,82,82,1,834760,35,1,2017-04-10,573,577,1,834760,34,2017-10-20,1015,943,1,.,1
3622775,D6808,9BLW,BROWN_BLW_REDEMPTION_D6808,B,A,2016-08-22,R,3,1,.,1000,.,.,.,.,95764,95764,1441805,1304995,2009-03-08,834760,R1761698-14,72,72,1,834760,14,1,2017-04-10,491,453,1,834760,14,2017-10-20,1000,875,1,.,1
3622777,D6809,9BLW,BROWN_BLW_PAYWEIGHT_D6809,B,2,2016-09-11,R,3,1,.,1000,.,.,.,.,95764,53673,US17038724,1439149,2011-01-29,834760,R1761698-45,84,84,1,834760,45,1,2017-04-11,706,688,1,834760,40,2017-10-20,1205,1104,1,.,1
3622779,D6810,9BLW,BROWN_BLW_REDEMPTION_D6810,B,A,2016-09-07,R,3,1,.,1000,.,.,.,.,95764,95764,1441805,1304995,2009-03-08,834760,R1761698-46,75,75,1,834760,46,1,2017-04-11,734,704,1,834760,41,2017-10-20,1180,1076,1,.,1
3622781,D6811,9BLW,BROWN_BLW_INDEPENDENCE_D6811,B,A,2016-09-28,B,3,1,.,1000,.,.,.,.,95764,95764,1450309,1385667,2010-02-06,834760,R1761698-47,73,73,1,834760,47,1,2017-04-11,643,669,1,834760,42,2017-10-20,990,958,1,.,1
3622783,D6812,9BLW,BROWN_BLW_INDEPENDENCE_D6812,B,A,2016-09-10,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1385667,2010-02-06,834760,R1761698-48,67,67,1,834760,48,1,2017-04-11,630,612,1,834760,43,2017-10-20,972,897,1,.,1
3622785,D6813,9BLW,BROWN_BLW_INDEPENDENCE_D6813,B,A,2016-09-18,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1607193,2013-02-22,834760,R1761698-49,94,94,1,834760,49,1,2017-04-11,756,756,1,834760,44,2017-10-20,1180,1109,1,.,1
3622787,D6814,9BLW,BROWN_BLW_INDEPENDENCE_D6814,B,A,2016-09-15,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1385667,2010-02-06,834760,R1761698-50,84,84,1,834760,50,1,2017-04-11,710,702,1,834760,45,2017-10-20,1160,1077,1,.,1
3622789,D6815,9BLW,BROWN_BLW_INDEPENDENCE_D6815,B,A,2016-09-10,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1385667,2010-02-06,834760,R1761698-51,65,65,1,834760,51,1,2017-04-11,693,672,1,834760,46,2017-10-20,1085,999,1,.,1
3622791,D6816,9BLW,BROWN_BLW_PREMIER_D6816,B,A,2016-09-15,R,3,1,.,1000,.,.,.,.,95764,95764,1379610,1003228,2004-03-12,834760,R1761698-52,80,80,1,834760,52,1,2017-04-11,727,719,1,834760,47,2017-10-20,1135,1059,1,.,1
3622793,D6817,9BLW,BROWN_BLW_PAYWEIGHT_D6817,B,2,2016-09-10,R,3,1,.,1000,.,.,.,.,95764,53673,US17038724,1439149,2011-01-29,834760,R1761698-53,79,79,1,834760,53,1,2017-04-11,749,727,1,834760,48,2017-10-20,1235,1132,1,.,1
3622795,D6818,9BLW,BROWN_BLW_REDEMPTION_D6818,B,A,2016-10-01,B,3,1,.,1000,.,.,.,.,95764,95764,1441805,1304995,2009-03-08,834760,R1761698-54,80,80,1,834760,54,1,2017-04-11,672,708,1,834760,49,2017-10-20,1055,1027,1,.,1
3622797,D6819,9BLW,BROWN_BLW_PAYWEIGHT_D6819,B,2,2016-09-19,R,3,1,.,1000,.,.,.,.,95764,95764,US17038724,1607193,2013-02-22,834760,R1761698-55,92,92,1,834760,55,1,2017-04-11,767,770,1,834760,50,2017-10-20,1290,1206,1,.,1
3622799,D6820,9BLW,BROWN_BLW_INDEPENDENCE_D6820,B,A,2016-09-13,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1330584,2009-01-16,834760,R1761698-56,94,94,1,834760,56,1,2017-04-11,635,624,1,834760,51,2017-10-20,1020,945,1,.,1
3622801,D6821,9BLW,BROWN_BLW_INDEPENDENCE_D6821,B,A,2016-09-09,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1330584,2009-01-16,834760,R1761698-57,94,94,1,834760,57,1,2017-04-11,773,748,1,834760,52,2017-10-20,1345,1225,1,.,1
3622803,D6822,9BLW,BROWN_BLW_REDEMPTION_D6822,B,A,2016-09-13,R,3,1,.,1000,.,.,.,.,95764,95764,1441805,1304995,2009-03-08,834760,R1761698-58,75,75,1,834760,58,1,2017-04-11,711,698,1,834760,53,2017-10-20,1035,968,1,.,1
3622805,D6823,9BLW,BROWN_BLW_LEGEND_D6823,B,A,2016-09-29,R,3,1,.,1000,.,.,.,.,95764,53673,1612741,1384805,2010-02-07,834760,R1761698-59,83,83,1,834760,59,1,2017-04-11,502,522,1,834760,54,2017-10-20,766,742,1,.,1
3622807,D6824,9BLW,BROWN_BLW_REDEMPTION_D6824,B,A,2016-09-11,R,3,1,.,1000,.,.,.,.,95764,95764,1441805,1304995,2009-03-08,834760,R1761698-60,79,79,1,834760,60,1,2017-04-11,716,697,1,834760,55,2017-10-20,1035,963,1,.,1
3622809,D6825,9BLW,BROWN_BLW_INDEPENDENCE_D6825,B,A,2016-09-15,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1607193,2013-02-22,834760,R1761698-61,82,82,1,834760,61,1,2017-04-11,770,761,1,834760,56,2017-10-20,1220,1136,1,.,1
3622811,D6826,9BLW,BROWN_BLW_PAYWEIGHT_D6826,B,2,2016-09-17,R,3,1,.,1000,.,.,.,.,95764,95764,US17038724,1607193,2013-02-22,834760,R1761698-62,79,79,1,834760,62,1,2017-04-11,751,748,1,834760,57,2017-10-20,1235,1151,1,.,1
3622813,D6827,9BLW,BROWN_BLW_LEGEND_D6827,B,A,2016-09-22,R,3,1,.,1000,.,.,.,.,95764,95764,1612741,1442329,2011-01-24,813012,R1761698-63,96,96,1,813012,63,1,2017-04-11,658,668,1,813012,.,.,.,.,0,.,1
3622815,D6828,9BLW,BROWN_BLW_INDEPENDENCE_D6828,B,A,2016-09-15,R,3,1,.,1000,.,.,.,.,95764,95764,1450309,1607193,2013-02-22,834760,R1761698-64,85,85,1,834760,64,1,2017-04-11,781,772,1,834760,58,2017-10-20,1215,1134,1,.,1
3622817,D6829,9BLW,BROWN_BLW_PAYWEIGHT_D6829,B,2,2016-09-16,R,3,1,.,1000,.,.,.,.,95764,53673,US17038724,1439149,2011-01-29,834760,R1761698-65,70,70,1,834760,65,1,2017-04-11,708,703,1,834760,59,2017-10-20,1130,1055,1,.,1
3622819,D6830,9BLW,BROWN_BLW_TRILOGY_D6830,B,A,2016-09-22,R,3,1,.,1000,.,.,.,.,95764,95764,1367533,1427368,2011-01-20,834760,R1761698-66,87,87,1,834760,66,1,2017-04-11,694,705,1,834760,60,2017-10-20,1080,1027,1,.,1
3622821,D6837,9BLW,BROWN_BLW_DEEP_END_D6837,B,A,2016-09-26,R,1,1,.,1000,.,.,.,.,95764,95764,1694338,1697184,2014-02-08,834760,R1550116-1,75,80,6,834760,1,1,2017-04-26,465,505,6,834760,1,2017-10-20,912,911,6,.,1
3622823,D662,9BLW,BLW_MS_LEGEND_D662,C,A,2016-09-18,R,1,1,.,1000,.,.,.,.,95764,95764,1612741,1330600,2009-01-12,825907,R1550116-2,56,56,4,825907,2,1,2017-04-26,440,421,4,825907,2,2017-10-03,692,682,4,.,1
3622825,D6836,9BLW,BROWN_BLW_SENSATIONAL_D6836,B,A,2016-10-19,R,2,1,.,1000,.,.,.,.,95764,95764,1694573,1442329,2011-01-24,834760,R1550116-1,83,83,6,834760,1,1,2017-04-26,480,511,6,834760,1,2017-10-20,794,795,6,.,1
3622827,D659,9BLW,BLW_MS_LEGEND_D659,C,A,2016-09-21,R,1,1,.,1000,.,.,.,.,95764,95764,1612741,1442367,2011-03-23,825907,R1550116-2,65,65,4,825907,2,1,2017-04-26,493,478,4,825907,2,2017-10-03,796,789,4,.,1
3622829,D6835,9BLW,BROWN_BLW_SENSATIONAL_D6835,B,A,2016-09-27,R,1,1,.,1000,.,.,.,.,95764,95764,1694573,1551317,2012-01-30,834760,R1550116-1,80,81,6,834760,1,1,2017-04-26,450,452,6,834760,1,2017-10-20,802,771,6,.,1
3622831,D6834,9BLW,BROWN_BLW_LEGEND_D6834,B,A,2016-09-21,R,1,1,.,1000,.,.,.,.,95764,95764,1612741,1551310,2012-02-13,834760,R1550116-1,78,79,6,834760,1,1,2017-04-26,530,519,6,834760,1,2017-10-20,942,892,6,.,1
3622833,D6838,9BLW,BROWN_BLW_SENSATIONAL_D6838,B,A,2016-10-01,R,2,1,.,1000,.,.,.,.,95764,95764,1694573,1623398,2013-04-20,834760,R1550116-1,89,92,6,834760,1,1,2017-04-26,466,494,6,834760,1,2017-10-20,808,805,6,.,1
3622835,D6832,9BLW,BROWN_BLW_LEGEND_D6832,B,A,2016-09-26,R,1,1,.,1000,.,.,.,.,95764,95764,1612741,1185877,2007-02-17,834760,R1550116-1,85,86,6,834760,1,1,2017-04-26,430,433,6,834760,1,2017-10-20,792,762,6,.,1
3622837,D660,9BLW,BLW_MS_QUALITY_D660,C,A,2016-10-07,B,2,1,.,1000,.,.,.,.,95764,95764,1427362,1282822,2007-12-13,825907,R1550116-2,68,68,4,825907,2,1,2017-04-26,440,451,4,825907,2,2017-10-03,726,746,4,.,1
3622839,D661,9BLW,BLW_MS_SENSATINAL_D661,C,A,2016-11-09,R,2,1,.,1000,.,.,.,.,95764,95764,1694573,1550521,2012-03-23,825907,R1550116-2,86,87,4,825907,2,1,2017-04-26,333,384,4,825907,2,2017-10-03,648,707,4,.,1
3624739,E403,HFC,HFC_TAMARA_E403,C,A,2017-04-23,B,1,1,.,1000,.,.,.,.,119365,119365,1626734,3487368,2015-03-17,825763,R1550384-3,69,76,1,825763,.,.,.,.,.,.,825763,.,.,.,.,.,.,1
3624868,1704,CH,CH_ADELLE_1704,C,A,2017-02-08,R,1,1,.,1000,.,.,.,.,53665,61122,1042135,1496481,2012-01-04,824720,R1550388-5,56,56,2,824720,12,1,2017-08-25,423,439,1,824720,.,.,.,.,0,.,1
3625946,D6911,3KC,BROWN_3K_DOUBLETAKE_D6911,B,A,2016-09-03,R,3,1,.,1000,.,.,.,.,29376,29376,1671032,1394425,2010-01-30,834653,R1761650-2,66,66,1,834653,1,1,2017-04-25,515,469,1,834653,1,2017-10-20,854,774,1,.,1
3625948,D6914,3KC,BROWN_3K_INDEPENDENCE_D6914,B,A,2016-09-12,R,1,1,.,1000,.,.,.,.,29376,29376,1450309,1394425,2010-01-30,810031,R1761650-4,68,68,7,810031,4,1,2017-04-25,455,427,3,810031,.,.,.,.,0,.,1
3625958,D6916,3KC,BROWN_3K_COMMISSIONER_D6916,B,A,2016-09-29,R,2,1,.,1000,.,.,.,.,29376,29376,1694317,1525951,2012-02-14,834653,R1761650-4,62,63,7,834653,4,1,2017-04-25,450,456,3,834653,4,2017-10-20,740,717,2,.,1
3625960,D6917,3KC,BROWN_3K_PROFIT_CENTER_D6917,B,A,2016-09-10,R,1,1,.,1000,.,.,.,.,29376,106871,1629251,1692075,2014-01-20,834653,R1761650-4,60,65,7,834653,4,1,2017-04-25,445,462,3,834653,4,2017-10-20,834,814,2,.,1
3625962,D6918,3KC,BROWN_3K_COMMISSIONER_D6918,B,2,.,R,2,1,.,1000,.,.,.,.,29376,29376,1694317,1331509,2009-01-22,834653,R1761650-4,72,93,7,834653,.,1,2017-04-25,495,.,.,834653,.,2017-10-20,744,.,0,.,1
3625966,D6920,3KC,BROWN_3K_COMMISSIONER_D6920,B,A,2016-10-10,R,2,1,.,1000,.,.,.,.,29376,29376,1694317,1617538,2013-02-19,834653,R1761650-4,72,74,7,834653,3,1,2017-04-25,515,559,3,834653,3,2017-10-20,862,872,2,.,1
3625970,D6921,3KC,BROWN_3K_COMMISSIONER_D6921,B,A,2016-10-17,R,2,1,.,1000,.,.,.,.,29376,29376,1694317,1617563,2013-01-25,834653,R1761650-4,68,70,7,834653,3,1,2017-04-25,475,529,3,834653,3,2017-10-20,720,751,2,.,1
3625972,D6910,3KC,BROWN_3K_DOUBLETAKE_D6910,B,A,2016-09-04,R,3,1,.,1000,.,.,.,.,29376,29376,1671032,1394425,2010-01-30,834653,R1761650-3,68,68,1,834653,2,1,2017-04-25,675,612,1,834653,2,2017-10-20,1025,927,1,.,1
3626362,D6913,FBK,3K_HAMLEY_D6913,B,A,2016-09-06,R,3,1,.,1000,.,.,.,.,29226,50765,1102983,834838,2002-02-07,792298,R1550548-2,64,64,1,792298,1,1,2017-04-25,465,429,1,792298,.,.,.,.,0,.,1
3626366,D6922,FBK,BROWN_FBK_COMMISSIONER_D6922,B,A,2016-11-05,R,2,1,.,1000,.,.,.,.,29226,29226,1694317,1617522,2013-03-01,834653,R1550548-3,72,74,1,834653,2,1,2017-04-25,430,521,1,834653,1,2017-10-20,786,842,1,.,1
3627317,100E,OSB,OSBORN_MS_KARUBA_100E,C,2,2017-01-05,R,2,1,.,1000,.,.,.,.,110522,110522,1600072,1233402,2008-02-07,811905,R1748856-4,72,72,11,811905,3,1,2017-05-07,285,403,10,811905,.,.,.,.,0,.,1
3627353,224D,JEM,JEM_IMPACT_224D,B,A,2016-10-16,R,1,1,.,1000,.,.,.,.,24565,24565,1589455,1220979,2006-09-28,829759,R1550603-3,83,84,17,829759,2,1,2017-05-07,520,539,17,829759,1,2017-09-28,910,975,14,.,1
3627361,258D,JEM,JEM_MS_CHRIS_258D,C,A,2016-10-22,R,2,3,.,1000,.,.,.,.,24565,24565,1600072,1293851,2008-11-24,792895,R1550603-1,35,35,0,792895,1,1,2017-05-07,445,458,1,792895,.,.,.,.,0,.,1
3627403,247D,JEM,JEM_BLOXY_247D,C,A,2016-10-09,U,1,1,.,1000,.,.,.,.,24565,24565,854775,1602021,2011-03-14,792895,R1550603-4,65,65,11,792895,3,1,2017-05-07,525,519,10,792895,.,.,.,.,0,.,1
3627405,227D,JEM,JEM_NEW_DIRECTION_227D,B,A,2016-10-21,R,1,1,.,1000,.,.,.,.,24565,24565,1506922,1662966,2013-04-10,829759,R1550603-3,82,84,17,829759,2,1,2017-05-07,565,610,17,829759,1,2017-09-28,980,1073,14,.,1
3627407,222D,JEM,JEM_NEBULA_222D,B,A,2016-10-17,R,1,1,.,1000,.,.,.,.,24565,24565,854775,1602022,2011-03-16,829759,R1550603-3,63,63,17,829759,2,1,2017-05-07,485,494,17,829759,1,2017-09-28,825,872,14,.,1
3627849,C5141,ALC,ALC_MISS_MEATLOAF_C5140,C,3,2015-03-29,R,2,1,.,719,SM,273,XX,8,58051,58051,1378474,SM2655279,.,811589,R1550652-1,89,88,1,811589,1,1,2015-08-28,495,609,1,811589,1,2016-01-28,800,923,1,.,1
3629965,E22,RHOD,RHODES_186Y_IRON_MAN_E22,B,A,2017-02-25,R,1,1,.,1000,.,.,.,.,97889,97889,1562199,1425509,2011-01-26,815575,R1760399-31,89,89,11,815575,6,2,2017-08-30,638,689,10,815575,.,.,.,.,0,.,1
366023,19A,XGB,RED_CR_PROOF_19A,B,.,1991-02-16,.,1,1,.,1000,.,.,.,.,.,5052909,153546,405493,1988-02-19,1991XGBS,.,81,83,.,1991XGBS,1,1,1991-09-13,670,698,.,.,.,.,.,.,.,.,.
3703319,E24,RHOD,RHODES_30Z_NIKITA_E24,C,A,2017-02-21,R,1,1,.,1000,.,.,.,.,97889,97889,1549933,2260406,2009-02-24,815061,R1760439-41,102,102,22,815061,3,2,2017-08-30,578,612,18,815061,.,.,.,.,0,.,1
3703325,E40,RHOD,RHODES_MISS_GENESIS_E40,C,A,2017-03-06,R,1,1,.,1000,.,.,.,.,97889,97889,1628423,2578381,2014-04-21,815061,R1760439-41,89,93,22,815061,4,1,2017-08-30,518,613,2,815061,.,.,.,.,0,.,1
3703331,8423D,QH,QH_GINGA_NINJA_8423D,B,A,2016-10-08,R,3,1,.,1000,.,.,.,.,108344,105215,1363427,1139325,2006-01-24,807376,R1747988-1,75,75,1,807376,1,.,2017-05-15,715,679,1,807376,.,.,.,.,0,.,1
3703761,E02,BERG,BERG_LITTLE_RED_E02,B,A,2017-03-01,I,1,1,.,1000,.,.,.,.,118426,118426,1441805,854870,2002-03-17,795168,R1748020-3,68,69,1,795168,.,.,.,.,.,.,795168,.,.,.,.,0,.,1
3703763,E01,BERG,BERG_CROCKETT_E01,B,A,2017-02-15,Z,3,1,.,1000,.,.,.,.,118426,118426,1441805,854870,2002-03-17,826317,R1748020-2,.,.,0,826317,.,.,.,.,.,.,826317,.,.,.,.,0,.,.
3703765,01D,BERG,BERG_RACHEL`S_MISS_KITTY_01D,C,A,2016-09-07,R,1,1,.,1000,.,.,.,.,118426,75218,1190716,1054227,2005-03-16,807711,R1748021-2,58,59,1,807711,2,1,2017-03-21,500,532,1,807711,.,.,.,.,0,.,1
372528,266,GMRA,GMRA_EBV_266,B,A,1992-01-17,R,1,1,15,1000,.,.,.,.,23385,25959,310211,292838,1988-03-09,612554,R1572680-1,91,92,46,612554,2,1,1992-08-28,701,669,39,930380013,2,1993-02-01,1200,1178,3,.,1
372652,233,CPH,GLACIER_OSCE_233,C,A,1992-02-19,R,1,1,14,1000,.,.,.,.,43649,23101,273755,308873,1989-02-23,612555,R1623082-1,79,81,35,612555,3,1,1992-08-31,628,695,27,930810009,3,1993-03-04,795,839,18,.,.
372828,205,TYD,BLUE_RIDGE_JOCKO_205,B,A,1992-02-03,R,1,1,15,1000,.,.,.,.,24566,26215,307777,310278,1989-02-21,612557,R1618822-1,89,91,37,612557,1,1,1992-08-31,780,804,27,930600035,3,1993-01-19,1230,1315,1,.,.
3753189,A4,97K,97K_A4,B,A,2014-10-28,R,1,1,.,1000,.,.,.,.,124288,108883,854775,1543071,2012-02-22,824603,R1761233-1,59,63,3,824603,1,1,2015-02-28,565,943,3,824603,1,2015-10-30,1011,1237,3,.,1
375458,9211,2MS,MESSMER_GINNIE_9211,C,A,1992-02-29,R,2,1,14,1000,.,.,.,.,25785,25785,335536,329640,1990-03-19,612558,R1558539-2,68,72,41,612558,5,1,1992-10-07,595,611,6,930650026,5,1993-01-23,780,885,6,.,1
376438,9213,VGW,VGW_SIDIO_DOLL_9213,C,A,1992-02-11,R,1,1,15,1000,.,.,.,.,23385,23385,344260,129400,1981-03-02,612559,R1630602-3,79,80,80,612559,10,1,1992-09-18,605,587,35,930540003,8,1993-02-06,780,786,35,.,1
380755,2232,SOR,SCHULER_NEBRASKA2X-2232,B,A,1992-02-18,R,1,1,15,1000,.,.,.,.,26033,24439,335130,311216,1989-02-12,612561,R1562285-2,92,94,108,612561,2,1,1992-10-05,765,732,87,930550020,5,1993-02-21,1195,1227,73,.,.
381327,015B,DFR,DOUBLE_FORK_015B,C,A,1992-02-27,R,1,1,14,1000,.,.,.,.,31444,25769,308323,274657,1987-03-15,612562,R1560438-11,80,80,174,612562,26,1,1992-09-30,540,517,141,931680006,25,1993-04-15,720,663,134,.,1
382832,2595,BUF,BUF_CRK_HOBO_2595,B,A,1992-02-05,R,1,1,16,1000,.,.,.,.,23889,23011,307777,332639,1990-03-28,612563,R1601889-9,84,88,55,612563,59,1,1992-09-29,672,653,16,930630007,74,1993-03-01,1148,1151,11,.,2
383190,2678,VC,BUF_CRK_BARON_2678,B,A,1992-03-12,R,3,1,16,1000,.,.,.,.,23024,23024,307635,170245,1984-03-15,612563,R1665484-1,105,105,1,612563,1,1,1992-09-25,579,598,1,930630007,1,1993-03-01,1053,1081,1,.,1
383233,2864,VC,BUF_CRK_TOMAHAWK_2864,B,A,1992-04-08,R,3,1,16,1000,.,.,.,.,35236,23024,140516,130370,1981-04-16,612563,R1725920-1,82,82,1,612563,1,1,1992-09-25,476,557,1,930670022,1,1993-03-06,980,1055,1,.,1
387144,B061,BKT,BECKTON_BELGA_B061_ZN,C,A,1992-02-18,R,2,1,14,1000,.,.,.,.,42952,22992,337428,337435,1990-03-22,600260,R1618751-34,61,65,70,600260,134,1,1992-10-09,474,477,34,.,.,.,.,.,.,.,.
387580,B571,WF,BECKTON_JULIAN_GG_B571,B,A,1992-03-27,R,2,1,14,1000,.,.,.,.,23081,23081,173525,314613,1989-03-28,600260,R1618751-10,65,67,47,600260,34,1,1992-09-22,506,610,31,932080002,10,1993-03-09,1045,1123,26,.,.
395371,02,FLR,5L_ZIKA_942-02,C,A,1992-02-03,R,1,1,15,1000,.,.,.,.,24566,24566,70973,108688,1979-04-09,612565,R1571601-12,86,87,33,612565,35,1,1992-10-10,506,448,14,931260031,24,1993-03-06,748,711,11,.,1
395374,32,FLR,5L_FIREFLY_66-32,C,A,1992-02-20,R,1,1,15,1000,.,.,.,.,24566,24566,316788,395379,1986-03-06,612565,R1571601-12,96,96,33,612565,33,1,1992-09-25,641,609,7,931260031,22,1993-03-06,874,839,6,.,1
395380,72,FLR,5L_MISS_BURKE_46-72,C,A,1992-02-28,R,2,1,15,1000,.,.,.,.,24566,24566,189081,395376,1986-02-28,612565,R1571601-12,76,76,33,612565,35,1,1992-10-10,467,432,14,931260031,24,1993-03-06,678,662,11,.,1
396012,2284,RXX,RX_SOR_BIG_CHIEF_2284,B,B,1992-09-18,R,2,1,15,992,XX,8,.,.,26033,58386,335130,302079,1987-09-28,612566,R1609537-3,92,92,6,933130044,2,1,1993-05-20,715,615,5,933370059,1,1993-11-12,1144,1005,5,.,.
399473,2107,ODP,ODP_MISS_DANA_2107,C,A,1992-03-07,R,2,1,14,1000,.,.,.,.,22991,26132,341365,341331,1990-03-23,612567,R1564514-4,55,59,200,612567,8,1,1992-10-07,480,516,28,931730015,6,1993-03-04,820,884,20,.,.
404520,2404,JHL,LEACHMAN_DINA_B2404,C,A,1992-03-18,R,3,1,14,1000,.,.,.,.,42952,23387,316791,143711,1982-03-07,612568,R1719126-1,85,85,1,612568,1,1,1992-09-19,402,436,1,.,.,.,.,.,.,.,.
405205,B305,BHC,BHC_GOLDEN_BOY,B,A,1993-03-24,R,1,1,9,1000,.,.,.,.,32819,25977,351019,347200,1991-03-01,612569,R1575143-1,89,93,1,933220008,1,1,1993-10-24,630,667,1,5112,1,1994-04-08,1255,1269,1,.,.
408936,41C,DES,BASIN_LAKOTA_C999,C,A,1993-03-10,R,3,1,9,1000,.,.,.,.,24566,25892,181728,177929,1985-04-06,612570,R1735374-1,60,60,1,612570,1,1,1993-10-05,615,604,1,4878,1,1994-03-21,745,729,1,.,.
409817,4920,RAB,BIEBER_QUEEN_4920,C,A,1993-03-31,R,2,1,12,1000,.,.,.,.,55637,22991,295952,276945,1987-03-16,612572,R1609808-1,86,86,132,612572,3,1,1993-09-30,668,738,107,4551,7,1994-03-15,916,977,85,.,5
409933,5036,RAB,BIEBER_LINCOLN_5036,C,A,1993-04-29,R,2,1,.,1000,.,.,.,.,35158,22991,276938,167745,1984-03-12,612572,R1609808-1,77,77,132,612572,1,1,1993-11-01,508,552,13,4551,1,1994-03-15,668,743,13,.,1
411396,463,BJR,BJR_JR_107,B,A,1993-02-06,R,2,1,15,1000,.,.,.,.,26571,26571,327289,350692,1991-02-05,612573,R1564384-4,78,82,194,612573,17,1,1993-09-14,735,750,4,2075,22,1994-01-31,1190,1274,4,.,.
411482,1193,BJR,BJR_MAKE_MY_DAY_981,B,A,1993-02-20,R,2,1,15,1000,.,.,.,.,26772,26571,336663,317944,1989-03-14,612573,R1564384-4,62,63,194,612573,9,1,1993-09-14,690,707,29,2075,11,1994-01-31,1130,1213,28,.,.
411853,2974,BUF,BUF_CRK_BLOCKANNA_2974,C,A,1993-01-28,R,3,1,15,1000,.,.,.,.,23011,23011,273997,299759,1988-02-11,612574,R1683192-1,60,60,1,612574,1,1,1993-10-04,675,566,1,940660002,1,1994-02-22,915,838,1,.,1
411881,3012,BUF,BUF_CRK_VAQUERO_3012,B,A,1993-02-16,R,1,1,16,1000,.,.,.,.,25237,23011,354417,354274,1991-04-09,612574,R1629788-4,84,88,58,612574,8,1,1993-10-05,643,640,20,940680014,10,1994-03-07,1095,1113,16,.,2
411907,3053,BUF,BUF_CRK_LAKOTA_3053,B,A,1993-03-07,R,1,1,16,1000,.,.,.,.,23011,23011,273997,153266,1983-02-15,612574,R1629788-7,82,82,228,612574,22,1,1993-10-05,682,662,70,940680014,21,1994-03-07,1118,1118,35,.,1
412446,3003,VC,BUF_CRK_VAQUERO_3003,B,A,1993-02-14,R,1,1,14,1000,.,.,.,.,29231,23024,354417,354500,1991-05-04,612574,R1629788-4,69,73,58,612574,7,1,1993-10-05,671,659,30,940680014,8,1994-03-07,1075,1081,24,.,1
412481,3150,VC,BUF_CRK_PRIMROSE_3150,C,A,1993-03-28,R,1,1,10,1000,.,.,.,.,23024,23024,299585,130378,1981-04-29,612574,R1629788-13,85,86,221,612574,56,1,1993-10-01,608,676,87,940660002,59,1994-02-22,860,956,80,.,1
415491,1020,JHL,LCHMN_OSCE_C1020,C,A,1993-02-04,R,1,1,11,1000,.,.,.,.,35170,26032,299211,355746,1991-03-16,612576,R1559037-23,86,90,27,612576,33,1,1993-09-26,712,688,24,940610004,36,1994-02-18,1159,1181,24,.,.
416473,97C,DGR,LEACHMAN_HEAVENLY_1517C,B,A,1993-02-25,R,1,1,16,1000,.,.,.,.,26771,30226,299211,356707,1991-03-02,612577,R1592254-8,79,83,70,612577,15,1,1993-10-02,579,607,33,940670062,10,1994-03-02,993,1046,25,.,.
